I0,I1,I2,I3,I4,I5
0.178274,-1.314334,1.267233,-0.056251,0.000000,0.000000
0.173942,-1.312608,1.267233,-0.056251,0.000000,0.000000
0.169477,-1.310883,1.267233,-0.056251,0.000000,0.000000
0.164134,-1.309158,1.267233,-0.056251,0.000000,0.000000
0.158612,-1.309158,1.267233,-0.055869,0.000000,0.000000
0.152743,-1.309158,1.267233,-0.055869,0.000000,0.000000
0.146365,-1.309158,1.267233,-0.055869,0.000000,0.000000
0.139352,-1.309158,1.267233,-0.055869,0.000000,0.000000
0.132074,-1.309158,1.267233,-0.056251,0.000000,0.000000
0.124367,-1.309158,1.267233,-0.056251,0.000000,0.000000
0.116326,-1.305707,1.260331,-0.055869,0.000000,0.000000
0.109129,-1.297081,1.248255,-0.056251,0.000000,0.000000
0.104352,-1.288454,1.236177,-0.056632,0.000000,0.000000
0.102757,-1.285003,1.225826,-0.056251,0.000000,0.000000
0.103210,-1.283278,1.225826,-0.054725,0.000000,0.000000
0.104265,-1.285003,1.225826,-0.054725,0.000000,0.000000
0.105564,-1.285003,1.227551,-0.054725,0.000000,0.000000
0.106810,-1.285003,1.229276,-0.054725,0.000000,0.000000
0.107775,-1.285003,1.231002,-0.054725,0.000000,0.000000
0.108295,-1.285003,1.231002,-0.054725,0.000000,0.000000
0.108381,-1.285003,1.232727,-0.054725,0.000000,0.000000
0.108377,-1.285003,1.232727,-0.054725,0.000000,0.000000
0.108377,-1.285003,1.232727,-0.054725,0.000000,0.000000
0.108377,-1.285003,1.232727,-0.054725,0.000000,0.000000
0.108377,-1.285003,1.232727,-0.054725,0.000000,0.000000
0.108377,-1.285003,1.232727,-0.054725,0.000000,0.000000
0.108377,-1.285003,1.232727,-0.054725,0.000000,0.000000
0.108377,-1.285003,1.232727,-0.054725,0.000000,0.000000
0.108377,-1.285003,1.232727,-0.054725,0.000000,0.000000
0.108377,-1.285003,1.232727,-0.054725,0.000000,0.000000
0.108377,-1.285003,1.232727,-0.054725,0.000000,0.000000
0.108377,-1.285003,1.232727,-0.054725,0.000000,0.000000
0.108378,-1.285003,1.232727,-0.054725,0.000000,0.000000
0.108378,-1.285003,1.234452,-0.054725,0.000000,0.000000
0.108378,-1.285003,1.234452,-0.054725,0.000000,0.000000
0.108378,-1.285003,1.234452,-0.054725,0.000000,0.000000
0.108378,-1.285003,1.234452,-0.054725,0.000000,0.000000
0.108378,-1.285003,1.234452,-0.054725,0.000000,0.000000
0.108378,-1.285003,1.234452,-0.054725,0.000000,0.000000
0.108378,-1.285003,1.232727,-0.054725,0.000000,0.000000
0.108378,-1.285003,1.234452,-0.054725,0.000000,0.000000
0.108378,-1.285003,1.234452,-0.054725,0.000000,0.000000
0.108378,-1.285003,1.232727,-0.054725,0.000000,0.000000
0.108378,-1.285003,1.234452,-0.054725,0.000000,0.000000
0.108378,-1.285003,1.234452,-0.054725,0.000000,0.000000
0.108378,-1.285003,1.232727,-0.054725,0.000000,0.000000
0.108378,-1.285003,1.232727,-0.054725,0.000000,0.000000
0.108378,-1.285003,1.232727,-0.054725,0.000000,0.000000
0.108378,-1.285003,1.234452,-0.054725,0.000000,0.000000
0.108378,-1.285003,1.234452,-0.054725,0.000000,0.000000
0.108378,-1.285003,1.232727,-0.054725,0.000000,0.000000
0.108378,-1.285003,1.232727,-0.054725,0.000000,0.000000
0.108378,-1.285003,1.234452,-0.054725,0.000000,0.000000
0.108378,-1.285003,1.232727,-0.054725,0.000000,0.000000
0.108378,-1.285003,1.232727,-0.054725,0.000000,0.000000
0.108378,-1.285003,1.232727,-0.054725,0.000000,0.000000
0.108378,-1.285003,1.232727,-0.054725,0.000000,0.000000
0.108378,-1.285003,1.232727,-0.054725,0.000000,0.000000
0.108378,-1.285003,1.232727,-0.054725,0.000000,0.000000
0.108378,-1.285003,1.234452,-0.054725,0.000000,0.000000
0.108378,-1.285003,1.234452,-0.054725,0.000000,0.000000
0.108378,-1.285003,1.232727,-0.054725,0.000000,0.000000
0.108378,-1.285003,1.234452,-0.054725,0.000000,0.000000
0.108378,-1.285003,1.234452,-0.054725,0.000000,0.000000
0.108378,-1.285003,1.234452,-0.054725,0.000000,0.000000
0.108378,-1.285003,1.232727,-0.054725,0.000000,0.000000
0.108378,-1.285003,1.232727,-0.054725,0.000000,0.000000
0.108378,-1.285003,1.232727,-0.054725,0.000000,0.000000
0.108378,-1.285003,1.234452,-0.054725,0.000000,0.000000
0.108378,-1.285003,1.232727,-0.054725,0.000000,0.000000
0.108378,-1.285003,1.234452,-0.054725,0.000000,0.000000
0.108378,-1.285003,1.232727,-0.054725,0.000000,0.000000
0.108378,-1.285003,1.234452,-0.054725,0.000000,0.000000
0.108378,-1.285003,1.232727,-0.054725,0.000000,0.000000
0.108378,-1.285003,1.234452,-0.054725,0.000000,0.000000
0.108378,-1.285003,1.232727,-0.054725,0.000000,0.000000
0.108378,-1.285003,1.234452,-0.054725,0.000000,0.000000
0.108378,-1.285003,1.232727,-0.054725,0.000000,0.000000
0.108378,-1.285003,1.232727,-0.054725,0.000000,0.000000
0.108378,-1.285003,1.234452,-0.054725,0.000000,0.000000
0.108378,-1.285003,1.234452,-0.054725,0.000000,0.000000
0.108378,-1.285003,1.234452,-0.054725,0.000000,0.000000
0.108378,-1.285003,1.234452,-0.054725,0.000000,0.000000
0.108378,-1.285003,1.234452,-0.054725,0.000000,0.000000
0.108378,-1.285003,1.234452,-0.054725,0.000000,0.000000
0.108378,-1.285003,1.234452,-0.054725,0.000000,0.000000
0.108378,-1.285003,1.232727,-0.054725,0.000000,0.000000
0.108378,-1.285003,1.232727,-0.054725,0.000000,0.000000
0.108378,-1.285003,1.232727,-0.054725,0.000000,0.000000
0.108378,-1.285003,1.232727,-0.054725,0.000000,0.000000
0.108378,-1.285003,1.232727,-0.054725,0.000000,0.000000
0.108378,-1.285003,1.232727,-0.054725,0.000000,0.000000
0.108378,-1.285003,1.232727,-0.054725,0.000000,0.000000
0.108378,-1.285003,1.234452,-0.054725,0.000000,0.000000
0.108378,-1.285003,1.232727,-0.054725,0.000000,0.000000
0.108378,-1.285003,1.232727,-0.054725,0.000000,0.000000
0.108378,-1.285003,1.232727,-0.054725,0.000000,0.000000
0.108378,-1.285003,1.234452,-0.054725,0.000000,0.000000
0.108378,-1.285003,1.232727,-0.054725,0.000000,0.000000
0.108378,-1.285003,1.234452,-0.054725,0.000000,0.000000
0.108378,-1.285003,1.232727,-0.054725,0.000000,0.000000
0.108378,-1.285003,1.234452,-0.054725,0.000000,0.000000
0.108378,-1.285003,1.232727,-0.054725,0.000000,0.000000
0.108378,-1.285003,1.232727,-0.054725,0.000000,0.000000
0.108378,-1.285003,1.232727,-0.054725,0.000000,0.000000
